支付宝交易记录明细查询
账号:[79071077@qq.com]
起始日期:[2021-10-26 00:00:00]    终止日期:[2021-11-01 22:06:37]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2021103122001184135728406598	,T100P2217534951839969736	,2021-10-31 14:05:37 ,2021-10-31 14:05:44 ,2021-10-31 14:05:45 ,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,手机充值                ,99.88   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021103022001484135725832067	,46355561412402594284130	,2021-10-30 09:09:03 ,2021-10-30 09:09:10 ,2021-10-30 09:09:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*木南             ,收钱码收款               ,30.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021103022001484135726161090	,16355559724402594284130	,2021-10-30 09:06:14 ,2021-10-30 09:06:20 ,2021-10-30 09:06:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蔬菜生鲜配送          ,收钱码收款               ,24.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021103022001484135725514813	,16355552906402594284130	,2021-10-30 08:54:52 ,2021-10-30 08:54:59 ,2021-10-30 08:54:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,欧阳春香            ,收钱码收款               ,10.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021103022001484135725286223	,16355551246402594284130	,2021-10-30 08:52:06 ,2021-10-30 08:52:11 ,2021-10-30 08:52:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,水果店             ,收钱码收款               ,8.80    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021103022001484135726161081	,16355549404402594284130	,2021-10-30 08:49:02 ,2021-10-30 08:49:08 ,2021-10-30 08:49:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,毛阿子黄牛肉批发零售      ,收钱码收款               ,86.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021103022001484135724855793	,292016092601976292202110301131690354025	,2021-10-30 08:46:27 ,2021-10-30 08:46:38 ,2021-10-30 08:46:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,宁乡本地土猪肉         ,宁乡本地土猪肉(订单号202110309857299849),115.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413353356	,46353012346402594284130	,2021-10-27 10:20:35 ,2021-10-27 10:20:40 ,2021-10-27 10:20:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王姐粉面店           ,收钱码收款               ,11.88   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413329224	,46353010214402594284130	,2021-10-27 10:17:01 ,2021-10-27 10:17:08 ,2021-10-27 10:17:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,任氏海鲜            ,收钱码收款               ,30.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413215950	,16353007947402594284130	,2021-10-27 10:13:15 ,2021-10-27 10:13:26 ,2021-10-27 10:13:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,捌号海鲜水产批发        ,收钱码收款               ,30.60   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413225236	,46353004939402594284130	,2021-10-27 10:08:13 ,2021-10-27 10:08:22 ,2021-10-27 10:08:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蔬菜生鲜配送          ,收钱码收款               ,34.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413303599	,16353003419402594284130	,2021-10-27 10:05:41 ,2021-10-27 10:05:47 ,2021-10-27 10:05:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纯香手工豆腐坊         ,收钱码收款               ,7.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413294378	,16353002417402594284130	,2021-10-27 10:04:01 ,2021-10-27 10:04:06 ,2021-10-27 10:04:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,琪菌类批发           ,收钱码收款               ,6.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484135722594033	,2812660000489000009000184082821300	,2021-10-27 10:00:38 ,2021-10-27 10:00:47 ,2021-10-27 10:00:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,生鲜蔬菜批发含光路店      ,生鲜蔬菜批发含光路店          ,9.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413330608	,16352998722402594284130	,2021-10-27 09:57:52 ,2021-10-27 09:57:57 ,2021-10-27 09:57:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蔬菜摊             ,收钱码收款               ,4.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413208280	,16352996983402594284130	,2021-10-27 09:54:58 ,2021-10-27 09:55:04 ,2021-10-27 09:55:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成枚蔬菜            ,收钱码收款               ,5.00    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413225234	,16352991747402594284130	,2021-10-27 09:46:15 ,2021-10-27 09:46:20 ,2021-10-27 09:46:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,胡鑫              ,收钱码收款               ,6.60    ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413351950	,46352989521402594284130	,2021-10-27 09:42:32 ,2021-10-27 09:42:45 ,2021-10-27 09:42:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,水产批发            ,收钱码收款               ,18.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2021102722001484131413189824	,16352986365402594284130	,2021-10-27 09:37:16 ,2021-10-27 09:37:24 ,2021-10-27 09:37:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,水果店             ,收钱码收款               ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021102722001484135722337179	,092016092601976292202110271132344750291	,2021-10-27 09:34:10 ,2021-10-27 09:34:23 ,2021-10-27 09:34:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,宁乡本地土猪肉         ,宁乡本地土猪肉(订单号202110279459651549),36.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,         ,
------------------------------------------------------------------------------------
共30笔记录
已收入:0笔,0.00元
待收入:0笔,0.00元
已支出:6笔,179.41元
待支出:0笔,0.00元
导出时间:[2021-11-01 22:06:37]    用户:文素能
